ID_Pedido,Produto,Categoria,Data,Quantidade,Valor Unitário,Localidade
351220,Leite,Alimentos,2024-01-03,12,6.74,Sudeste
496084,Leite,Alimentos,2022-11-21,28,17.18,Centro-Oeste
558500,Sabão em Pó,Limpeza,2024-01-18,50,16.82,Sul
353785,Alface,Hortifruti,2023-02-10,4,14.67,Centro-Oeste
250283,Feijão,Alimentos,2023-08-20,31,14.3,Norte
454043,Azeite,Alimentos,2023-12-17,5,4.17,Nordeste
771190,Tomate,Hortifruti,2024-05-09,8,5.66,Centro-Oeste
369287,Ovos,Alimentos,2023-11-20,4,9.0,Sudeste
205370,Ovos,Alimentos,2024-01-31,49,14.76,Sul
265709,Feijão,Alimentos,2023-06-29,36,21.06,Norte
771203,Laranja,Hortifruti,2024-02-14,32,9.63,Sudeste
986711,Alface,Hortifruti,2023-06-25,47,14.08,Centro-Oeste
246366,Arroz,Alimentos,2024-09-22,29,17.46,Centro-Oeste
969260,Shampoo,Higiene Pessoal,2024-08-22,23,31.51,Centro-Oeste
313151,Leite,Alimentos,2024-01-12,20,10.7,Sul
574039,Peixe,Carnes,2023-01-14,23,114.39,Norte
274830,Detergente,Limpeza,2024-05-02,24,41.39,Sul
335444,Café,Alimentos,2024-08-04,45,8.44,Sudeste
825165,Laranja,Hortifruti,2022-12-05,1,13.28,Norte
698849,Alface,Hortifruti,2023-01-24,5,12.45,Centro-Oeste
380657,Laranja,Hortifruti,2024-06-22,2,8.69,Norte
995709,Carne,Carnes,2022-12-24,42,59.8,Norte
426307,Feijão,Alimentos,2023-04-20,43,21.67,Centro-Oeste
129947,Laranja,Hortifruti,2024-07-25,21,13.46,Nordeste
364455,Leite,Alimentos,2022-10-20,48,21.32,Sudeste
670363,Ovos,Alimentos,2024-04-13,34,27.54,Nordeste
656127,Amaciante,Limpeza,2023-02-15,48,31.49,Centro-Oeste
853997,Laranja,Hortifruti,2023-10-14,43,2.31,Centro-Oeste
182377,Tomate,Hortifruti,2024-07-12,41,8.95,Centro-Oeste
167557,Laranja,Hortifruti,2023-11-29,9,8.4,Norte
553065,Condicionador,Higiene Pessoal,2024-05-24,4,62.65,Sudeste
774344,Ovos,Alimentos,2023-06-17,21,24.38,Sudeste
815202,Macarrão,Alimentos,2024-10-08,31,26.35,Nordeste
524581,Ovos,Alimentos,2024-03-12,26,20.87,Norte
858906,Peixe,Carnes,2024-06-06,20,91.95,Sul
221540,Feijão,Alimentos,2024-08-07,44,25.35,Sul
830737,Café,Alimentos,2024-07-15,49,11.52,Nordeste
882364,Feijão,Alimentos,2022-11-07,15,25.54,Norte
236461,Banana,Hortifruti,2024-06-19,16,7.53,Sul
985053,Banana,Hortifruti,2023-12-14,12,14.15,Sudeste
560417,Laranja,Hortifruti,2024-03-19,22,1.74,Sul
287356,Frango,Carnes,2024-01-20,42,135.65,Nordeste
497975,Leite,Alimentos,2023-10-04,43,11.02,Norte
808584,Shampoo,Higiene Pessoal,2023-05-25,24,22.33,Centro-Oeste
330721,Tomate,Hortifruti,2023-08-31,39,5.86,Sudeste
765984,Banana,Hortifruti,2023-09-28,24,14.12,Sudeste
823407,Macarrão,Alimentos,2024-07-14,27,5.9,Sudeste
750938,Laranja,Hortifruti,2024-05-08,45,11.2,Norte
492514,Sabão em Pó,Limpeza,2023-09-05,1,25.01,Norte
600029,Arroz,Alimentos,2023-08-21,37,7.12,Nordeste
576576,Laranja,Hortifruti,2024-01-05,2,8.51,Nordeste
646936,Maçã,Hortifruti,2023-01-26,49,9.55,Nordeste
131757,Detergente,Limpeza,2024-03-22,39,54.54,Sudeste
155151,Macarrão,Alimentos,2023-06-20,39,16.45,Sul
912658,Carne,Carnes,2022-10-23,36,47.05,Sudeste
721579,Laranja,Hortifruti,2024-05-16,37,3.15,Centro-Oeste
314948,Laranja,Hortifruti,2023-01-13,35,7.15,Norte
458174,Macarrão,Alimentos,2024-08-19,32,3.12,Nordeste
923802,Alface,Hortifruti,2023-10-22,30,9.78,Nordeste
229268,Banana,Hortifruti,2022-10-12,47,8.56,Sudeste
970792,Sabão em Pó,Limpeza,2024-01-26,41,44.11,Sul
186142,Peixe,Carnes,2023-01-25,39,53.13,Sul
345133,Peixe,Carnes,2024-06-25,15,28.87,Sudeste
956427,Café,Alimentos,2023-05-22,11,23.69,Centro-Oeste
833136,Maçã,Hortifruti,2023-04-03,21,11.67,Nordeste
240875,Tomate,Hortifruti,2024-05-15,31,12.1,Sudeste
187154,Condicionador,Higiene Pessoal,2024-03-09,8,53.78,Norte
283597,Detergente,Limpeza,2024-09-21,20,24.72,Norte
498156,Café,Alimentos,2023-06-07,15,11.26,Sudeste
371521,Maçã,Hortifruti,2022-10-22,16,11.97,Sul
396655,Detergente,Limpeza,2023-11-09,2,16.96,Centro-Oeste
200441,Arroz,Alimentos,2023-12-06,40,4.18,Nordeste
416777,Banana,Hortifruti,2023-09-23,48,7.01,Sul
442975,Shampoo,Higiene Pessoal,2023-05-23,12,50.34,Norte
953184,Sabão em Pó,Limpeza,2023-05-10,43,8.95,Sul
813835,Detergente,Limpeza,2023-08-21,25,19.05,Norte
901552,Macarrão,Alimentos,2023-09-26,22,11.8,Nordeste
742138,Ovos,Alimentos,2023-07-23,14,4.6,Sul
793276,Detergente,Limpeza,2023-02-04,44,17.33,Nordeste
494391,Tomate,Hortifruti,2023-05-01,47,10.74,Centro-Oeste
516455,Frango,Carnes,2023-07-06,15,140.35,Sul
775888,Detergente,Limpeza,2022-12-24,28,52.96,Centro-Oeste
651320,Azeite,Alimentos,2024-06-09,1,23.81,Nordeste
937076,Banana,Hortifruti,2022-10-21,4,1.28,Norte
823565,Feijão,Alimentos,2024-06-06,2,28.83,Nordeste
241303,Alface,Hortifruti,2022-12-09,49,10.38,Nordeste
144280,Arroz,Alimentos,2023-04-21,15,4.51,Sul
599033,Feijão,Alimentos,2023-09-28,27,24.7,Centro-Oeste
598169,Maçã,Hortifruti,2023-03-27,30,12.67,Centro-Oeste
332078,Sabão em Pó,Limpeza,2023-11-30,19,37.39,Nordeste
407286,Tomate,Hortifruti,2024-01-15,10,9.52,Nordeste
548786,Frango,Carnes,2024-08-11,11,94.14,Sudeste
325198,Banana,Hortifruti,2022-10-17,44,8.47,Nordeste
480275,Ovos,Alimentos,2024-03-21,26,14.17,Sul
649995,Shampoo,Higiene Pessoal,2023-03-28,19,69.72,Centro-Oeste
933790,Café,Alimentos,2024-03-26,47,18.11,Sul
221869,Macarrão,Alimentos,2024-07-20,6,28.81,Centro-Oeste
129041,Café,Alimentos,2024-05-28,30,20.21,Sul
294221,Frango,Carnes,2023-05-29,37,146.96,Centro-Oeste
916528,Carne,Carnes,2024-09-30,5,56.85,Sul
525485,Alface,Hortifruti,2023-10-16,18,5.94,Centro-Oeste
824994,Condicionador,Higiene Pessoal,2024-06-14,3,12.67,Centro-Oeste
148175,Arroz,Alimentos,2023-12-30,45,13.5,Centro-Oeste
429152,Leite,Alimentos,2024-09-05,47,15.83,Sudeste
182828,Carne,Carnes,2023-01-12,31,119.3,Norte
594233,Sabão em Pó,Limpeza,2023-10-16,8,23.54,Sudeste
761916,Detergente,Limpeza,2024-08-31,42,32.81,Centro-Oeste
643020,Amaciante,Limpeza,2024-04-03,24,13.98,Norte
848109,Carne,Carnes,2024-02-17,36,68.92,Norte
763612,Peixe,Carnes,2023-09-06,13,137.58,Norte
812850,Leite,Alimentos,2024-06-23,20,28.42,Nordeste
683799,Maçã,Hortifruti,2022-12-16,25,8.53,Sudeste
902462,Frango,Carnes,2023-07-03,36,36.15,Norte
730552,Frango,Carnes,2023-02-28,5,21.64,Sudeste
964272,Peixe,Carnes,2023-04-28,20,55.16,Norte
120327,Maçã,Hortifruti,2022-12-31,22,11.97,Sul
353272,Ovos,Alimentos,2024-03-28,19,25.57,Norte
114439,Ovos,Alimentos,2023-01-12,44,5.26,Sudeste
898326,Frango,Carnes,2023-09-30,33,40.07,Centro-Oeste
336531,Condicionador,Higiene Pessoal,2024-03-20,28,62.07,Sul
984277,Azeite,Alimentos,2024-02-16,8,28.59,Centro-Oeste
520192,Tomate,Hortifruti,2024-01-26,1,7.99,Sudeste
908754,Peixe,Carnes,2023-01-20,8,144.64,Sul
624881,Shampoo,Higiene Pessoal,2024-04-23,50,32.83,Sudeste
294275,Laranja,Hortifruti,2022-10-13,29,3.4,Centro-Oeste
251429,Carne,Carnes,2023-07-31,22,67.77,Nordeste
301447,Azeite,Alimentos,2022-10-28,48,15.05,Norte
615907,Macarrão,Alimentos,2023-10-03,6,11.18,Sudeste
386888,Arroz,Alimentos,2022-10-15,32,5.46,Sudeste
960031,Carne,Carnes,2023-06-29,20,108.53,Sudeste
199878,Maçã,Hortifruti,2024-06-12,38,13.25,Sudeste
142250,Maçã,Hortifruti,2023-05-06,41,9.72,Norte
555356,Banana,Hortifruti,2023-05-20,30,5.1,Norte
168541,Sabão em Pó,Limpeza,2022-11-16,3,37.3,Nordeste
912260,Carne,Carnes,2024-01-16,24,134.36,Nordeste
151627,Tomate,Hortifruti,2023-03-26,23,3.18,Sudeste
482595,Arroz,Alimentos,2024-02-26,27,7.7,Sul
948738,Amaciante,Limpeza,2024-04-20,32,41.95,Norte
492820,Café,Alimentos,2022-11-02,46,21.13,Sul
562196,Sabão em Pó,Limpeza,2023-08-31,49,40.6,Centro-Oeste
862779,Ovos,Alimentos,2023-02-26,7,10.61,Centro-Oeste
476917,Banana,Hortifruti,2024-09-05,34,11.97,Sudeste
437426,Detergente,Limpeza,2024-05-05,27,22.74,Sudeste
682826,Azeite,Alimentos,2024-01-05,32,5.31,Norte
999345,Maçã,Hortifruti,2024-03-30,5,3.74,Nordeste
294832,Azeite,Alimentos,2023-04-12,47,3.37,Centro-Oeste
977960,Laranja,Hortifruti,2024-06-28,50,7.77,Norte
223512,Laranja,Hortifruti,2024-06-06,15,9.58,Sul
895280,Alface,Hortifruti,2023-11-29,11,6.91,Sul
363482,Sabão em Pó,Limpeza,2024-08-20,31,47.43,Centro-Oeste
630228,Peixe,Carnes,2024-06-23,48,57.49,Sudeste
982087,Amaciante,Limpeza,2023-08-30,14,20.82,Centro-Oeste
508472,Laranja,Hortifruti,2024-05-26,41,1.67,Centro-Oeste
212633,Laranja,Hortifruti,2023-07-10,15,13.26,Nordeste
270107,Ovos,Alimentos,2023-11-14,7,10.15,Norte
384832,Café,Alimentos,2023-12-17,41,17.82,Nordeste
105541,Maçã,Hortifruti,2024-06-16,41,9.51,Centro-Oeste
621351,Ovos,Alimentos,2023-07-16,18,8.51,Sul
662484,Macarrão,Alimentos,2024-03-16,40,17.42,Centro-Oeste
639706,Amaciante,Limpeza,2022-12-17,14,25.67,Sul
926421,Azeite,Alimentos,2024-09-23,35,4.5,Sudeste
667327,Arroz,Alimentos,2024-08-29,12,17.58,Sul
385326,Alface,Hortifruti,2023-01-29,35,2.78,Sul
697748,Frango,Carnes,2023-07-06,12,110.82,Sul
350550,Banana,Hortifruti,2022-10-22,20,10.05,Centro-Oeste
133638,Maçã,Hortifruti,2023-04-12,47,14.3,Sul
310199,Frango,Carnes,2023-09-04,10,107.6,Sudeste
647928,Laranja,Hortifruti,2022-11-23,34,11.35,Norte
336136,Detergente,Limpeza,2023-06-15,11,36.59,Centro-Oeste
497893,Tomate,Hortifruti,2022-12-13,20,4.98,Centro-Oeste
321374,Carne,Carnes,2023-01-18,10,42.91,Nordeste
268412,Sabão em Pó,Limpeza,2024-06-06,26,48.45,Centro-Oeste
129521,Macarrão,Alimentos,2022-10-10,7,29.6,Centro-Oeste
310165,Laranja,Hortifruti,2022-12-25,15,2.49,Sudeste
538862,Alface,Hortifruti,2023-04-18,15,9.78,Centro-Oeste
975849,Maçã,Hortifruti,2023-12-21,16,8.5,Norte
863657,Azeite,Alimentos,2022-11-30,47,11.7,Centro-Oeste
470968,Condicionador,Higiene Pessoal,2024-08-04,18,53.88,Sul
136021,Arroz,Alimentos,2022-11-16,5,4.38,Norte
286744,Sabão em Pó,Limpeza,2024-08-02,18,20.79,Sul
481994,Tomate,Hortifruti,2024-03-03,37,10.62,Norte
680678,Feijão,Alimentos,2023-04-05,13,14.53,Norte
378924,Alface,Hortifruti,2024-06-01,13,14.3,Sudeste
915590,Peixe,Carnes,2024-01-28,7,77.47,Nordeste
833373,Ovos,Alimentos,2024-06-07,15,10.57,Sudeste
623432,Amaciante,Limpeza,2024-07-18,8,44.42,Sul
882563,Condicionador,Higiene Pessoal,2024-10-02,33,78.36,Sul
915517,Sabão em Pó,Limpeza,2024-05-18,38,47.41,Nordeste
953543,Peixe,Carnes,2024-02-06,28,36.5,Norte
549746,Ovos,Alimentos,2023-06-23,49,27.04,Centro-Oeste
879773,Maçã,Hortifruti,2024-06-02,15,1.46,Sul
759616,Ovos,Alimentos,2023-09-17,29,7.18,Norte
923261,Sabão em Pó,Limpeza,2023-12-07,21,49.72,Centro-Oeste
210708,Condicionador,Higiene Pessoal,2023-07-04,1,26.1,Norte
636287,Laranja,Hortifruti,2024-03-27,17,7.47,Sul
530631,Arroz,Alimentos,2023-05-25,7,15.86,Centro-Oeste
973931,Shampoo,Higiene Pessoal,2024-09-02,32,64.49,Centro-Oeste
909753,Feijão,Alimentos,2023-07-23,43,22.28,Centro-Oeste
248458,Ovos,Alimentos,2022-12-04,43,19.73,Nordeste
996995,Peixe,Carnes,2024-04-10,38,119.3,Sul
456193,Detergente,Limpeza,2023-01-25,11,56.64,Sul
126947,Condicionador,Higiene Pessoal,2024-04-22,17,7.93,Centro-Oeste
355899,Frango,Carnes,2024-07-02,47,57.27,Nordeste
976489,Arroz,Alimentos,2023-03-08,42,25.28,Sul
467305,Leite,Alimentos,2024-08-15,24,15.4,Norte
699669,Ovos,Alimentos,2023-08-16,32,19.13,Centro-Oeste
617159,Feijão,Alimentos,2022-12-30,1,12.89,Sul
644870,Carne,Carnes,2023-07-27,15,147.61,Norte
118752,Tomate,Hortifruti,2023-04-03,24,8.69,Sudeste
877847,Ovos,Alimentos,2024-02-14,50,15.09,Sudeste
802338,Ovos,Alimentos,2024-03-15,31,7.65,Sul
164664,Tomate,Hortifruti,2023-12-19,30,2.37,Sul
732247,Shampoo,Higiene Pessoal,2024-09-25,45,71.63,Norte
237330,Maçã,Hortifruti,2023-04-24,4,13.73,Sudeste
280721,Leite,Alimentos,2024-01-01,20,14.76,Norte
691057,Arroz,Alimentos,2022-10-27,34,7.38,Nordeste
203615,Feijão,Alimentos,2024-03-03,44,14.73,Sudeste
934923,Sabão em Pó,Limpeza,2023-06-15,2,57.2,Norte
226726,Shampoo,Higiene Pessoal,2024-01-18,49,35.88,Nordeste
292860,Café,Alimentos,2023-11-29,6,28.0,Nordeste
228273,Alface,Hortifruti,2024-05-26,50,13.48,Nordeste
690898,Maçã,Hortifruti,2024-05-02,18,4.62,Nordeste
694974,Maçã,Hortifruti,2024-01-08,31,4.29,Sul
430392,Arroz,Alimentos,2022-10-24,46,4.5,Sul
607240,Amaciante,Limpeza,2024-03-22,48,22.95,Sudeste
861704,Sabão em Pó,Limpeza,2023-10-03,13,48.56,Norte
482366,Laranja,Hortifruti,2023-11-05,2,2.28,Nordeste
926978,Sabão em Pó,Limpeza,2023-11-24,19,44.58,Centro-Oeste
994032,Azeite,Alimentos,2023-01-14,1,12.03,Centro-Oeste
999183,Arroz,Alimentos,2023-05-13,17,23.34,Sul
901489,Alface,Hortifruti,2023-06-03,18,13.31,Nordeste
220234,Sabão em Pó,Limpeza,2024-08-18,11,19.52,Centro-Oeste
918011,Sabão em Pó,Limpeza,2024-06-05,8,26.62,Nordeste
380937,Alface,Hortifruti,2024-06-09,44,5.44,Norte
697673,Maçã,Hortifruti,2023-09-16,24,5.81,Norte
279865,Arroz,Alimentos,2024-05-04,32,20.18,Norte
816361,Café,Alimentos,2023-07-06,29,29.61,Sul
616180,Alface,Hortifruti,2023-03-07,7,14.55,Nordeste
419309,Carne,Carnes,2023-10-10,13,135.84,Sudeste
317889,Carne,Carnes,2024-06-21,18,65.95,Centro-Oeste
611466,Frango,Carnes,2024-07-19,16,26.0,Sudeste
302998,Carne,Carnes,2022-11-12,39,89.42,Sul
133085,Ovos,Alimentos,2023-01-03,14,19.06,Centro-Oeste
447492,Maçã,Hortifruti,2024-05-08,34,8.52,Nordeste
244879,Laranja,Hortifruti,2022-10-17,49,2.96,Sul
224503,Leite,Alimentos,2024-02-19,44,26.5,Sudeste
646007,Arroz,Alimentos,2024-03-28,18,28.16,Sul
995417,Feijão,Alimentos,2024-04-10,46,14.76,Centro-Oeste
129142,Carne,Carnes,2024-10-08,24,110.36,Sudeste
109962,Banana,Hortifruti,2024-05-24,49,8.81,Sudeste
842230,Banana,Hortifruti,2023-06-30,41,10.19,Nordeste
754917,Carne,Carnes,2023-05-02,15,137.13,Nordeste
719532,Maçã,Hortifruti,2024-01-27,43,2.88,Sul
334315,Detergente,Limpeza,2022-12-16,8,53.6,Sudeste
957650,Detergente,Limpeza,2023-07-24,41,18.52,Sudeste
116004,Feijão,Alimentos,2023-01-08,43,20.99,Sul
900252,Peixe,Carnes,2022-11-19,24,116.87,Sudeste
226868,Ovos,Alimentos,2023-07-21,6,3.79,Sudeste
921163,Macarrão,Alimentos,2023-06-27,16,8.86,Norte
645260,Alface,Hortifruti,2023-11-14,40,5.74,Centro-Oeste
808964,Azeite,Alimentos,2022-11-11,42,15.56,Nordeste
850276,Amaciante,Limpeza,2023-09-13,18,10.48,Nordeste
291110,Arroz,Alimentos,2022-12-28,1,3.69,Sul
237967,Maçã,Hortifruti,2024-06-03,40,4.4,Norte
883171,Alface,Hortifruti,2023-02-06,43,9.59,Sul
961769,Alface,Hortifruti,2023-01-19,10,7.91,Sul
651852,Alface,Hortifruti,2024-01-03,1,12.67,Sudeste
770360,Banana,Hortifruti,2024-09-01,28,8.47,Nordeste
211567,Arroz,Alimentos,2024-03-14,21,15.45,Nordeste
761700,Laranja,Hortifruti,2023-05-07,49,2.1,Sul
427670,Macarrão,Alimentos,2023-05-21,30,6.16,Nordeste
490508,Tomate,Hortifruti,2023-08-01,21,9.57,Sul
514423,Ovos,Alimentos,2023-01-10,8,29.79,Norte
831121,Condicionador,Higiene Pessoal,2024-08-18,39,69.47,Nordeste
493206,Feijão,Alimentos,2023-10-09,37,27.39,Nordeste
499880,Carne,Carnes,2024-03-18,3,100.08,Sul
288756,Carne,Carnes,2022-10-21,13,54.94,Norte
510763,Feijão,Alimentos,2024-07-09,16,14.11,Sul
880215,Sabão em Pó,Limpeza,2023-05-25,24,6.08,Norte
998442,Shampoo,Higiene Pessoal,2024-02-13,2,7.52,Sul
823398,Café,Alimentos,2024-09-23,8,11.94,Nordeste
317140,Arroz,Alimentos,2024-01-04,24,26.94,Norte
242948,Azeite,Alimentos,2023-11-13,14,26.7,Nordeste
904186,Laranja,Hortifruti,2024-08-06,40,10.43,Sul
741842,Leite,Alimentos,2022-11-23,9,2.3,Sul
310496,Maçã,Hortifruti,2023-04-25,25,2.29,Sudeste
693160,Amaciante,Limpeza,2023-04-15,5,44.16,Centro-Oeste
685663,Macarrão,Alimentos,2024-02-15,43,15.36,Norte
963630,Macarrão,Alimentos,2023-06-19,17,2.74,Sudeste
465069,Condicionador,Higiene Pessoal,2023-10-23,16,59.86,Nordeste
806902,Café,Alimentos,2023-05-18,7,12.23,Sudeste
515659,Maçã,Hortifruti,2024-07-28,12,8.92,Norte
575431,Peixe,Carnes,2023-03-27,14,57.25,Sul
441605,Laranja,Hortifruti,2023-10-19,47,7.66,Sul
381561,Peixe,Carnes,2024-05-18,13,62.19,Norte
752438,Leite,Alimentos,2024-08-07,11,29.35,Sudeste
704090,Azeite,Alimentos,2023-11-13,47,28.33,Nordeste
384139,Shampoo,Higiene Pessoal,2024-03-18,17,52.61,Nordeste
441380,Condicionador,Higiene Pessoal,2023-01-23,23,33.06,Norte
170462,Leite,Alimentos,2023-11-19,47,19.19,Norte
590423,Laranja,Hortifruti,2024-05-07,7,12.97,Centro-Oeste
348218,Amaciante,Limpeza,2023-05-28,12,8.4,Centro-Oeste
476759,Frango,Carnes,2022-12-12,46,104.84,Centro-Oeste
894405,Laranja,Hortifruti,2023-07-02,48,10.85,Sudeste
919606,Arroz,Alimentos,2024-04-01,28,5.13,Sul
605424,Detergente,Limpeza,2023-07-09,18,19.26,Nordeste
712667,Sabão em Pó,Limpeza,2023-07-06,21,26.18,Nordeste
490557,Amaciante,Limpeza,2024-08-21,1,29.38,Nordeste
148220,Feijão,Alimentos,2023-03-08,9,2.72,Nordeste
490505,Tomate,Hortifruti,2023-11-01,21,12.29,Sudeste
938069,Shampoo,Higiene Pessoal,2022-11-04,23,35.97,Norte
454449,Sabão em Pó,Limpeza,2023-01-16,45,55.5,Centro-Oeste
623436,Maçã,Hortifruti,2023-05-09,40,4.57,Sul
682194,Macarrão,Alimentos,2024-09-11,16,17.0,Centro-Oeste
523466,Carne,Carnes,2023-09-03,17,37.12,Centro-Oeste
111383,Carne,Carnes,2023-12-13,30,69.33,Norte
993028,Alface,Hortifruti,2024-08-06,22,14.92,Sudeste
352678,Detergente,Limpeza,2024-01-26,15,13.18,Norte
703568,Shampoo,Higiene Pessoal,2024-09-25,39,71.96,Sul
154697,Alface,Hortifruti,2023-12-09,37,8.52,Sudeste
600266,Condicionador,Higiene Pessoal,2022-11-06,20,32.45,Norte
415097,Peixe,Carnes,2024-04-23,48,65.49,Norte
326572,Condicionador,Higiene Pessoal,2023-10-25,33,78.6,Sul
121462,Arroz,Alimentos,2023-03-19,34,22.96,Norte
892613,Macarrão,Alimentos,2023-05-07,48,15.55,Centro-Oeste
723483,Café,Alimentos,2024-01-14,6,19.21,Sudeste
689918,Frango,Carnes,2023-09-22,30,141.4,Sul
322285,Carne,Carnes,2024-05-27,12,92.08,Norte
307957,Tomate,Hortifruti,2023-05-07,17,5.19,Sudeste
443950,Feijão,Alimentos,2024-07-04,16,15.66,Nordeste
355424,Frango,Carnes,2024-02-08,27,54.5,Sul
803454,Feijão,Alimentos,2024-02-04,11,6.74,Sul
241718,Maçã,Hortifruti,2024-05-16,41,13.93,Norte
111929,Carne,Carnes,2023-06-15,16,128.13,Centro-Oeste
320382,Alface,Hortifruti,2024-08-26,16,3.17,Sul
346152,Maçã,Hortifruti,2023-08-15,14,13.33,Centro-Oeste
173087,Macarrão,Alimentos,2022-12-27,43,16.44,Sul
301059,Frango,Carnes,2023-11-04,27,83.38,Sul
206443,Macarrão,Alimentos,2024-09-07,15,11.32,Nordeste
257613,Detergente,Limpeza,2023-09-07,45,26.54,Nordeste
117464,Shampoo,Higiene Pessoal,2023-06-22,37,39.85,Sul
933075,Azeite,Alimentos,2023-05-03,49,27.88,Norte
768544,Leite,Alimentos,2023-06-26,31,4.97,Nordeste
914297,Arroz,Alimentos,2023-11-29,15,3.14,Centro-Oeste
478910,Sabão em Pó,Limpeza,2023-07-04,11,11.01,Centro-Oeste
153325,Sabão em Pó,Limpeza,2022-12-19,2,17.25,Sul
314751,Arroz,Alimentos,2024-04-02,24,13.02,Sul
644592,Frango,Carnes,2024-03-08,7,109.21,Norte
369860,Frango,Carnes,2023-11-21,26,130.61,Norte
330264,Feijão,Alimentos,2023-06-30,35,20.97,Centro-Oeste
489543,Condicionador,Higiene Pessoal,2023-06-08,10,22.33,Centro-Oeste
708595,Shampoo,Higiene Pessoal,2023-10-21,21,59.59,Norte
640619,Ovos,Alimentos,2023-08-20,38,21.1,Centro-Oeste
423392,Leite,Alimentos,2022-12-14,8,24.5,Norte
630621,Sabão em Pó,Limpeza,2024-05-25,40,27.97,Sudeste
224817,Frango,Carnes,2022-11-05,25,51.64,Centro-Oeste
627933,Carne,Carnes,2023-12-17,34,134.74,Norte
132054,Alface,Hortifruti,2023-02-23,16,11.42,Centro-Oeste
642888,Macarrão,Alimentos,2024-09-19,34,5.25,Centro-Oeste
579004,Azeite,Alimentos,2023-05-20,38,2.4,Nordeste
953636,Peixe,Carnes,2023-09-05,11,35.83,Norte
139652,Ovos,Alimentos,2022-12-04,11,13.41,Sudeste
753243,Arroz,Alimentos,2024-03-03,33,19.76,Norte
827532,Feijão,Alimentos,2024-09-27,15,10.27,Norte
774467,Amaciante,Limpeza,2024-05-23,33,47.09,Centro-Oeste
396689,Frango,Carnes,2023-04-02,28,96.14,Sudeste
208077,Leite,Alimentos,2024-04-08,28,11.7,Sudeste
967323,Ovos,Alimentos,2024-01-12,37,29.68,Nordeste
267991,Detergente,Limpeza,2023-06-05,26,52.91,Centro-Oeste
890016,Ovos,Alimentos,2023-12-16,14,24.68,Norte
669470,Leite,Alimentos,2023-04-11,37,22.08,Sul
969188,Carne,Carnes,2024-04-11,29,120.55,Sul
131097,Café,Alimentos,2024-01-05,13,21.63,Centro-Oeste
772913,Banana,Hortifruti,2023-02-19,42,9.63,Nordeste
381543,Amaciante,Limpeza,2024-03-30,30,19.52,Sudeste
374278,Ovos,Alimentos,2023-05-04,4,16.41,Centro-Oeste
719992,Amaciante,Limpeza,2022-10-16,30,15.8,Nordeste
285052,Macarrão,Alimentos,2024-04-28,6,14.01,Norte
957570,Arroz,Alimentos,2023-11-03,24,7.36,Nordeste
729917,Tomate,Hortifruti,2024-04-25,35,12.62,Nordeste
180734,Macarrão,Alimentos,2022-12-02,37,12.89,Nordeste
350527,Ovos,Alimentos,2023-05-04,19,2.07,Norte
649426,Macarrão,Alimentos,2024-01-23,1,2.76,Norte
740013,Arroz,Alimentos,2024-02-21,41,11.34,Norte
816386,Feijão,Alimentos,2024-06-06,11,9.59,Sul
654400,Shampoo,Higiene Pessoal,2024-09-19,7,12.4,Sudeste
283814,Leite,Alimentos,2023-01-11,43,20.84,Nordeste
575615,Ovos,Alimentos,2023-06-16,39,7.87,Sul
647794,Frango,Carnes,2022-12-20,31,128.5,Sudeste
100272,Leite,Alimentos,2024-09-02,29,25.44,Centro-Oeste
185685,Alface,Hortifruti,2023-08-14,16,3.93,Nordeste
911171,Maçã,Hortifruti,2023-08-19,33,13.12,Centro-Oeste
713390,Tomate,Hortifruti,2022-12-29,26,3.27,Sul
840629,Feijão,Alimentos,2022-11-24,44,8.02,Nordeste
286141,Condicionador,Higiene Pessoal,2024-08-27,21,74.09,Centro-Oeste
255416,Alface,Hortifruti,2024-05-21,34,14.3,Centro-Oeste
128168,Café,Alimentos,2023-02-05,18,28.88,Sudeste
957338,Leite,Alimentos,2024-01-30,8,10.52,Norte
648673,Condicionador,Higiene Pessoal,2023-05-18,14,15.65,Sudeste
437982,Feijão,Alimentos,2023-11-02,50,8.51,Norte
551391,Alface,Hortifruti,2023-10-12,48,1.59,Sudeste
436894,Amaciante,Limpeza,2023-01-16,46,49.94,Sul
329352,Café,Alimentos,2023-01-21,27,29.55,Norte
513416,Amaciante,Limpeza,2023-09-19,33,52.48,Norte
236876,Banana,Hortifruti,2023-05-11,37,5.38,Sul
903395,Detergente,Limpeza,2023-05-02,38,31.3,Centro-Oeste
825879,Ovos,Alimentos,2022-12-09,42,7.03,Sudeste
693886,Laranja,Hortifruti,2023-02-22,45,6.59,Centro-Oeste
868110,Sabão em Pó,Limpeza,2023-01-14,36,31.52,Centro-Oeste
383359,Café,Alimentos,2024-09-26,18,9.04,Nordeste
712140,Frango,Carnes,2024-09-07,18,133.47,Centro-Oeste
229466,Azeite,Alimentos,2022-11-24,23,29.38,Sudeste
447505,Feijão,Alimentos,2024-09-18,37,6.14,Sul
926176,Café,Alimentos,2024-03-12,4,8.46,Norte
204923,Amaciante,Limpeza,2024-08-28,23,44.98,Sudeste
327781,Sabão em Pó,Limpeza,2023-06-17,33,15.31,Nordeste
953677,Macarrão,Alimentos,2023-04-24,22,6.56,Norte
548505,Arroz,Alimentos,2023-12-20,25,12.11,Centro-Oeste
143178,Azeite,Alimentos,2024-05-31,21,10.97,Sudeste
